Id,Title,Excerpt,Description,Synonyms,Variations,Categories,Abbreviation,Tags,Image,_cmtt_highlightFirstOnly,_cmtt_disable_acf_for_page,_cmtt_new_page_exception,_cmtt_exclude_parsing,_cmtt_exclude_tooltip,_cmtt_disable_related_articles_for_term,_cmtt_hide_from_index,_cmtt_exclude_google_api,_cmtt_exclude_merriam_api,_cmtt_exclude_merriam_thesaurus_api,_cmtt_exclude_glosbe_dictionary_api,_cmtt_featured_image_position,_cmtt_featured_image_size,_cmtt_term_icon,_cmtt_term_icon_color,_cmtt_term_icon_position,cmtt_abbreviations,_glossary_related_article
16573,"Crow Clan Preacher",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/crow_clan_preacher.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Crow Clan Preacher</strong>

<em>Human, Druid</em>

Whenever you play an Alchemy card, boost self by 1.
<span class=""keyword bonded"">Bonded</span>: Boost self by 2 instead.
</div>","Crow Clan Preachers",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"     666px",,,left,,
16575,"Crow Messenger",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/crow_messenger.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Crow Messenger</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword summon"">Summon</span> all copies of this unit from your graveyard to this row.
If you hold an Alchemy card, also <span class=""keyword summon"">Summon</span> all copies from your deck.
</div>","Crow Messengers",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,0,,
16577,"Plague Maiden",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/plague_maiden.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Plague Maiden</strong>

<em>Specter</em>

<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword spawn"">Spawn</span> 7 Rats in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16578,Penitent,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/penitent.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Penitent</strong>

<em>Specter</em>

<span class=""keyword thrive"">Thrive</span>.
<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword summon"">Summon</span> a random 7-cost unit from your deck to this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16579,"The Beast",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/the_beast.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>The Beast</strong>

<em>Specter</em>

At the end of your turn, if this unit is not the unit with the highest power on the battlefield, boost it by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16580,Haunt,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/haunt.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Haunt</strong>

<em>Scenario</em>

<span class=""keyword doomed"">Doomed</span>.
Scenario: Progress whenever you play a unit with <span class=""keyword deathwish"">Deathwish</span>.
Prologue: <span class=""keyword spawn"">Spawn</span> a Desert Banshee in this row.
Chapter 1: <span class=""keyword spawn"">Spawn</span> and play Barghest.
Chapter 2: <span class=""keyword spawn"">Spawn</span> and play Nightwraith.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16581,Barghest,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/barghest.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Barghest</strong>

<em>Specter</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword consume"">Consume</span> an allied unit.
<span class=""keyword order"">Order</span>, <span class=""keyword dominance"">Dominance</span>: <span class=""keyword consume"">Consume</span> an allied unit.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16582,"Desert Banshee",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/desert_banshee.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Desert Banshee</strong>

<em>Specter</em>

<span class=""keyword order"">Order</span>: <span class=""keyword consume"">Consume</span> an allied unit.
Whenever you play a unit with the <span class=""keyword deathwish"">Deathwish</span> ability, boost self by 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16583,Noonwraith,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/noonwraith.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Noonwraith</strong>

<em>Specter</em>

<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword spawn"">Spawn</span> 2 Rats in a random enemy row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16584,Nightwraith,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/nightwraith.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Nightwraith</strong>

<em>Specter</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> 2 Rats in this row.
<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword spawn"">Spawn</span> 2 Rats in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16586,Etriel,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/etriel.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Etriel</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 3.
If you control Muirlega, damage it by 7 instead.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16587,Muirlega,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/muirlega.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Muirlega</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 3.
If you control Etriel, also damage adjacent units by 3.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16588,Vernossiel,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vernossiel.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vernossiel</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Each allied Elven Deadeye damages a random enemy unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword spawn"">Spawn</span> 2 Elven Deadeyes in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16589,"Feign Death",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/feign_death.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Feign Death</strong>

<em>Scenario</em>

<span class=""keyword doomed"">Doomed</span>.
Scenario: Progress whenever you play an elf.
Prologue: <span class=""keyword spawn"">Spawn</span> a Vernossiel's Commando in this row.
Chapter 1: <span class=""keyword spawn"">Spawn</span> 2 Elven Deadeyes in this row.
Chapter 2: <span class=""keyword spawn"">Spawn</span> and play Waylay.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16591,"Vrihedd Saboteur",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_saboteur.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Saboteur</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Boost an Elf in your hand by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16593,"Trained Hawk",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/trained_hawk.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Trained Hawk</strong>

<em>Beast</em>

<span class=""keyword harmony"">Harmony</span>.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Move an enemy unit to their other row.
</div>",Hawk,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
16594,Collar,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/collar.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Collar</strong>

<em></em>

<span class=""keyword order"">Order</span>: <span class=""keyword lock"">Lock</span> an enemy unit and damage it by 3.
</div>",Collars,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
16595,"Vincent Van Moorlehem",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vincent_van_moorlehem.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vincent Van Moorlehem</strong>

<em>Vampire, Aristocrat</em>

<span class=""keyword deploy"">Deploy</span>: Destroy an enemy unit with status.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16596,"Masquerade Ball",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/masquerade_ball.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Masquerade Ball</strong>

<em>Scenario</em>

<span class=""keyword doomed"">Doomed</span>.
Scenario: Progress whenever you play an Aristocrat on your side of the battlefield.
Prologue: <span class=""keyword spawn"">Spawn</span> a Thirsty Dame in this row.
Chapter 1: <span class=""keyword spawn"">Spawn</span> and play Fangs of the Empire.
Chapter 2: <span class=""keyword spawn"">Spawn</span> and play Fangs of the Empire.
</div>",Ball,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
16597,"Philippe Van Moorlehem",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/philippe_van_moorlehem.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Philippe Van Moorlehem</strong>

<em>Vampire, Aristocrat</em>

<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Damage a unit by 1. <span class=""keyword cooldown"">Cooldown</span>: 1.
If target has status, damage it by 2 instead.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16599,"Van Moorlehem Hunter",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/van_moorlehem_hunter.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Van Moorlehem Hunter</strong>

<em>Vampire, Aristocrat</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>) Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword lock"">Lock</span> a unit.
</div>","Van Moorlehem Hunters",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"    666px",,,left,,
16600,"Hunting Pack",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hunting_pack.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Hunting Pack</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: If enemy unit has status, <span class=""keyword summon"">Summon</span> all copies of this unit from your deck to this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16601,"Van Moorlehem Servant",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/van_moorlehem_servant.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Van Moorlehem Servant</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Give an allied unit <span class=""keyword vitality"">Vitality</span> with duration equal to the number of enemy units with status.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16602,"Thirsty Dame",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/thirsty_dame.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Thirsty Dame</strong>

<em>Vampire, Aristocrat</em>

Whenever an enemy unit receives a status, boost self by 1.
</div>","Dame, Dames, Thirsty Dames",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
16604,Passiflora,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/passiflora.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Passiflora</strong>

<em>Scenario</em>

<span class=""keyword doomed"">Doomed</span>.
Scenario: Progress whenever you play a Blindeye.
Prologue: <span class=""keyword spawn"">Spawn</span> Passiflora Peaches in this row.
Chapter 1: Gain 6 <span class=""keyword coin"">Coins</span>.
Chapter 2: <span class=""keyword spawn"">Spawn</span> Sly Seductress in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16605,"Saul de Navarette",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/saul_de_navarette.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Saul de Navarette</strong>

<em>Human, Tidecloaks</em>

<span class=""keyword hoard"">Hoard</span> 3: At the end of your turn, boost self by 1.
<span class=""keyword hoard"">Hoard</span> 6: At the end of your turn, boost self by 2 instead.
<span class=""keyword hoard"">Hoard</span> 9: At the end of your turn, boost self by 3 instead.
</div>",Saul,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
16606,"Ludovicus Brunenbaum",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ludovicus_brunenbaum.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ludovicus Brunenbaum</strong>

<em>Gnome, Crownsplitters</em>

After 3 turns, gain 9 <span class=""keyword coin"">Coins</span>.
<span class=""keyword tribute"">Tribute</span> 5: Gain 9 <span class=""keyword coin"">Coins</span> immediately.
</div>",Ludovicus,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
16608,"Street Urchins",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/street_urchins.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Street Urchins</strong>

<em>Human, Blindeyes</em>

<span class=""keyword profit"">Profit</span>: 3.
<span class=""keyword fee"">Fee</span> 1: Boost self by 1.
</div>",Urchins,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
16609,"Payroll Specialist",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/payroll_specialist.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Payroll Specialist</strong>

<em>Human, Blindeyes</em>

<span class=""keyword intimidate"">Intimidate</span>.
<span class=""keyword tribute"">Tribute</span> 2: Move a unit to the other row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16610,"Passiflora Peaches",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/passiflora_peaches.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Passiflora Peaches</strong>

<em>Human, Blindeyes</em>

<span class=""keyword hoard"">Hoard</span> 4: At the end of your turn, boost self by 1.
</div>",Peaches,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
16611,Scarab,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/scarab.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Scarab</strong>

<em>Insectoid, Token, Salamandra</em>

<span class=""keyword defender"">Defender</span>, <span class=""keyword doomed"">Doomed</span>.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16613,"Greater Brothers",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/greater_brothers.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Greater Brothers</strong>

<em>Human, Mutant, Salamandra</em>

<span class=""keyword insanity"">Insanity</span>.
<span class=""keyword fee"">Fee</span> 2: Gain 2 <span class=""keyword armor"">Armor</span>.
<span class=""keyword exposed"">Exposed</span>: Destroy self.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16614,"Lamp Djinn",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/lamp_djinn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Lamp Djinn</strong>

<em></em>

No ability.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16615,Rat,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/rat.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Rat</strong>

<em>Beast, Token</em>

<span class=""keyword doomed"">Doomed</span>.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16616,Crow,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/crow.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Crow</strong>

<em>Beast, Token</em>

<span class=""keyword doomed"">Doomed</span>.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
16617,"Desert Treasure",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/desert_treasure.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Desert Treasure</strong>

<em>Token</em>

<span class=""keyword doomed"">Doomed</span>. <span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: <span class=""keyword spawn"">Spawn</span> and play a random legendary unit from any faction.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
17513,"Avallac'h: Sage",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/avallach_sage.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Avallac'h: Sage</strong>

<em>Elf, Mage</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Play an artifact from your deck.
</div>","Avallach: Sage",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17538,"Merigold's Hailstorm",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/merigolds_hailstorm.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Merigold's Hailstorm</strong>

<em>Spell</em>

Damage 5 enemy units by 2.
</div>","Merigolds Hailstorm",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17540,"Stammelford's Tremors",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/stammelfords_tremors.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Stammelford's Tremors</strong>

<em>Spell</em>

Damage all enemy units by 1.
</div>","Stammelfords Tremors",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17543,"Commander's Horn",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/commanders_horn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Commander's Horn</strong>

<em>Warfare</em>

Boost 5 adjacent units by 2.
</div>","Commanders Horn",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17545,"Alzur's Double-Cross",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alzurs_doublecross.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Alzur's Double-Cross</strong>

<em>Spell</em>

Play the highest unit from your deck.
</div>","Alzurs Double-Cross, Double-Cross, ADC",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
17546,"Alzur's Thunder",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alzurs_thunder.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Alzur's Thunder</strong>

<em>Spell</em>

Damage a unit by 5.
</div>","Alzurs Thunder,Thunder",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
17558,"Bekker's Dark Mirror",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/bekkers_dark_mirror.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Bekker's Dark Mirror</strong>

<em>Spell</em>

Choose a unit. If it's boosted, damage it by double the amount boosted. If it's damaged, boost it by double the amount damaged.
</div>","Bekkers Dark Mirror",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17573,"Síle de Tansarville",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/síle_de_tansarville.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Síle de Tansarville</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword order"">Order</span>: Damage an enemy unit by 2.
</div>",Síle,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
17604,Ge'els,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/geels.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ge'els</strong>

<em>Elf, Wild Hunt</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Play a Wild Hunt special card from your deck.
</div>",Geels,,gwent_card,,,,,,,,,,,,,,,,,,,,,
17606,"Imlerith's Wrath",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/imleriths_wrath.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Imlerith's Wrath</strong>

<em>Wild Hunt</em>

Damage an enemy unit by the power of your highest unit.
If you control Imlerith, destroy an enemy unit instead.
</div>","Imleriths Wrath",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17609,Avallac'h,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/avallach.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Avallac'h</strong>

<em>Elf, Mage</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play Biting Frost, Impenetrable Fog, or Torrential Rain.
</div>",Avallach,,gwent_card,,,,,,,,,,,,,,,,,,,,,
17625,"Primordial D'ao",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/primordial_dao.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Primordial D'ao</strong>

<em>Construct</em>

<span class=""keyword shield"">Shield</span>.
</div>","Primordial Dao",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17627,"Gaunter O'Dimm",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/gaunter_odimm.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Gaunter O'Dimm</strong>

<em>Demon</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword doomed"">Doomed</span>.
<span class=""keyword order"">Order</span>: Destroy a <span class=""keyword doomed"">Doomed</span> enemy unit.
</div>","Gaunter ODimm",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17650,"Frenzied D'ao",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/frenzied_dao.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Frenzied D'ao</strong>

<em>Construct</em>

<span class=""keyword deploy"">Deploy</span>: Move a unit to the other row.
</div>","Frenzied Dao",,gwent_card,,,,,,,,,,,,,,,,,,,,,
17662,Aglaïs,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/aglaïs.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Aglaïs</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: On turn end, double the amount of boosts on self.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
