"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Gernichora's Fruit","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/gernichoras_fruit.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Gernichora's Fruit</strong>

<em>Token</em>

<span class=""keyword doomed"">Doomed</span>.
<span class=""keyword thrive"">Thrive</span>.
","Gernichoras Fruit","","gwent_card"
"","Elven Deadeye","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/elven_deadeye.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Elven Deadeye</strong>

<em>Elf, Token</em>

<span class=""keyword doomed"">Doomed</span>.
","","","gwent_card"
"","Blood Scent","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/blood_scent.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Blood Scent</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 3 turns. <span class=""keyword charge"">Charge</span>: 3
Once all <span class=""keyword charge"">Charges</span> are used up, <span class=""keyword spawn"">Spawn</span> an Ekimmara into a random allied row.

This ability adds 15 provisions to your deck's provisions limit.
","","","gwent_card"
"","Double Cross","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/double_cross.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Double Cross</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: <span class=""keyword create"">Create</span> and play a card from your opponent's hand.

This ability adds 17 provisions to your deck's provisions limit.
","","","gwent_card"
"","Pincer Maneuver","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/pincer_maneuver.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Pincer Maneuver</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: Play a Northern Realms faction card from your hand, then draw any card.

This ability adds 12 provisions to your deck's provisions limit. 
","","","gwent_card"
"","Call of Harmony","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/call_of_harmony.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Call of Harmony</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: Play a Scoia'tael card from your deck with 0 provision cost or less. This value is raised by 1 for every unique primary category among Scoia'tael cards in your starting deck.

This ability adds 15 provisions to your deck's provisions limit. 
","","","gwent_card"
"","Ursine Ritual","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ursine_ritual.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ursine Ritual</strong>

<em>Leader</em>

<span class=""keyword order"">Order</span>: Damage an allied unit by 1. <span class=""keyword charge"">Charge</span>: 5
Once all <span class=""keyword charge"">Charges</span> have been exhausted, <span class=""keyword spawn"">Spawn</span> a Bear Abomination on a random allied row.

This ability adds 17 provisions to your deck's provisions limit.
","","","gwent_card"
"","Crimson Curse","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/crimson_curse.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Crimson Curse</strong>

<em>Organic</em>

Destroy an allied unit, then apply a Blood Moon row effect to both allied rows and set its duration equal to the destroyed unit's power.
Blood Moon: Every allied turn, on turn start, boost a random Vampire on this row by 2.
","","","gwent_card"
"","Tesham Mutna Sword","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tesham_mutna_sword.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tesham Mutna Sword</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 5. If it has a <span class=""keyword shield"">Shield</span>, destroy it instead.
","","","gwent_card"
"","Hen Gaidth Sword","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hen_gaidth_sword.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Hen Gaidth Sword</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword deathblow"">Deathblow</span>: <span class=""keyword spawn"">Spawn</span> and play a base copy of it.
","","","gwent_card"
"","Land of a Thousand Fables","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/land_of_a_thousand_fables.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Land of a Thousand Fables</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: Play any special card from your deck.
","","","gwent_card"
"","Syanna","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/syanna.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Syanna</strong>

<em>Human, Cursed</em>

<span class=""keyword order"">Order</span>: Repeat the <span class=""keyword deploy"">Deploy</span> ability of the next unit you play during this turn.
","","","gwent_card"
"","Regis: Bloodlust","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/regis_bloodlust.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Regis: Bloodlust</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 4.
<span class=""keyword deathblow"">Deathblow</span>: <span class=""keyword banish"">Banish</span> it.
","","","gwent_card"
"","Lady of the Lake","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/lady_of_the_lake.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Lady of the Lake</strong>

<em></em>

<span class=""keyword shield"">Shield</span>.
<span class=""keyword order"">Order</span>: Give an allied unit a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Fisher King","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/fisher_king.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Fisher King</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Move any card from your deck to the top.
","","","gwent_card"
"","Vivienne: Oriole","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vivienne_oriole.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vivienne: Oriole</strong>

<em>Human, Cursed</em>

<span class=""keyword deploy"">Deploy</span>: Destroy an enemy artifact, then boost self by its Provision Cost.
","","","gwent_card"
"","Gregoire de Gorgon","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/gregoire_de_gorgon.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Gregoire de Gorgon</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 1.
<span class=""keyword deathblow"">Deathblow</span>: Boost self by 5 and gain a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Musicians of Blaviken","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/musicians_of_blaviken.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Musicians of Blaviken</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: Gain randomly <span class=""keyword shield"">Shield</span>, <span class=""keyword doomed"">Doomed</span>, <span class=""keyword resilient"">Resilience</span> or <span class=""keyword poison"">Poison</span>.
","","","gwent_card"
"","Portal","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/portal.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Portal</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword summon"">Summon</span> a random unit with 4 Provision Cost from your deck on both sides of this card.
","","","gwent_card"
"","Sangreal","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sangreal.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sangreal</strong>

<em></em>

Boost a unit by 6 and give it a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
"","Tempest","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tempest.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tempest</strong>

<em></em>

<span class=""keyword purify"">Purify</span> 3 adjacent enemy units and damage them by 2.
","","","gwent_card"
"","Curse of Corruption","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/curse_of_corruption.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Curse of Corruption</strong>

<em>Spell</em>

Destroy the highest unit.
","","","gwent_card"
"","Sandstorm","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sandstorm.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Sandstorm</strong>

<em></em>

Damage units at both ends of an enemy row by 3.
","","","gwent_card"
"","Dancing Star","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dancing_star.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dancing Star</strong>

<em>Bomb</em>

Destroy an artifact, or damage a unit by 3.
","","","gwent_card"
"","Devil's Puffball","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/devils_puffball.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Devil's Puffball</strong>

<em>Bomb</em>

<span class=""keyword poison"">Poison</span> an enemy unit.
<span class=""keyword deathblow"">Deathblow</span>: Damage units adjacent to it by 3.
","Devils Puffball","","gwent_card"
"","Northern Wind","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/northern_wind.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Northern Wind</strong>

<em>Bomb</em>

Damage a unit by 4.
<span class=""keyword deathblow"">Deathblow</span>: <span class=""keyword banish"">Banish</span> it.
","","","gwent_card"
"","Moon Dust","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/moon_dust.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Moon Dust</strong>

<em>Bomb</em>

<span class=""keyword purify"">Purify</span> a unit and damage it by 4.
","","","gwent_card"
"","Samum","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/samum.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Samum</strong>

<em>Bomb</em>

Damage a unit by 3.
<span class=""keyword deathblow"">Deathblow</span>: Move adjacent units to the other row.
","","","gwent_card"
"","Red Haze","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/red_haze.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Red Haze</strong>

<em>Bomb</em>

Choose an enemy unit, then damage one adjacent enemy unit by its power.
","","","gwent_card"
"","Inspirational Ballad","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/inspirational_ballad.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Inspirational Ballad</strong>

<em></em>

Give <span class=""keyword vitality"">Vitality</span> to an allied unit for 6 turns.
","","","gwent_card"
"","Thaw","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/thaw.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Thaw</strong>

<em></em>

Clear all row effects from your side and boost an allied unit by 4. For every row effect cleared, decrease the boost by 1.
","","","gwent_card"
"","Traveling Merchant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/traveling_merchant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Traveling Merchant</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Shuffle a card from your hand into your deck, then draw a card.
","","","gwent_card"
"","Pellar","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/pellar.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Pellar</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword purify"">Purify</span> a unit.
","","","gwent_card"
"","Cutthroat","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cutthroat.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cutthroat</strong>

<em>Human, Bandit</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
","","","gwent_card"
"","Oxenfurt Scholar","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/oxenfurt_scholar.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Oxenfurt Scholar</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Give an allied unit <span class=""keyword vitality"">Vitality</span> for 2 turns.
","","","gwent_card"
"","Spring Equinox","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/spring_equinox.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Spring Equinox</strong>

<em></em>

<span class=""keyword purify"">Purify</span> all units on a row.
","","","gwent_card"
"","Scepter of Storms","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/scepter_of_storms.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Scepter of Storms</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play Biting Frost, Impenetrable Fog, or Torrential Rain.
","","","gwent_card"
"","Queen of the Night","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/queen_of_the_night.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Queen of the Night</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Give <span class=""keyword bleeding"">Bleeding</span> (4) to an enemy.
 <span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword purify"">Purify</span> a unit.
","","","gwent_card"
"","Orianna","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/orianna.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Orianna</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> with a duration equal to the number of allied Vampires.
<span class=""keyword ranged"">Ranged</span>: Every allied turn, on turn end, boost self by the number of <span class=""keyword bleeding"">Bleeding</span> enemy units.
","","","gwent_card"
"","Protofleder","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/protofleder.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Protofleder</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 3.
<span class=""keyword dominance"">Dominance</span>: <span class=""keyword drain"">Drain</span> an enemy unit by 3 instead.
","","","gwent_card"
"","Garkain","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/garkain.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Garkain</strong>

<em>Vampire</em>

At the end of every allied turn, boost self by 1 if there is a <span class=""keyword bleeding"">Bleeding</span> enemy.
","","","gwent_card"
"","Gael","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/gael.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Gael</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 1. If it's <span class=""keyword bleeding"">Bleeding</span> deal 3 damage instead.
<span class=""keyword deathblow"">Deathblow</span>: Boost self by the destroyed unit's base power.
","","","gwent_card"
"","Undying Thirst","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/undying_thirst.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Undying Thirst</strong>

<em>Organic</em>

Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 6 turns.
","","","gwent_card"
"","Feast of Blood","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/feast_of_blood.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Feast of Blood</strong>

<em>Organic</em>

<span class=""keyword purify"">Purify</span> and damage an enemy unit by 3.
If you control a Vampire, also give it <span class=""keyword bleeding"">Bleeding</span> for 3 turns.
","","","gwent_card"
"","Fleder","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/fleder.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Fleder</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span>: Destroy an allied unit and gain <span class=""keyword vitality"">Vitality</span> for 4 turns.
","","","gwent_card"
"","Alp","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alp.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Alp</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 4 turns.
","","","gwent_card"
"","Plumard","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/plumard.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Plumard</strong>

<em>Vampire</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
<span class=""keyword bonded"">Bonded</span>: Give it <span class=""keyword bleeding"">Bleeding</span> for 4 turns instead.
","","","gwent_card"
"","Nekurat","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/nekurat.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Nekurat</strong>

<em>Vampire</em>

<span class=""keyword zeal"">Zeal</span>. 
<span class=""keyword order"">Order</span> (<span class=""keyword melee"">Melee</span>): Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns. <span class=""keyword cooldown"">Cooldown</span>: 2.
Whenever you play a Vampire card, reduce this unit's <span class=""keyword cooldown"">Cooldown</span> by 1.
","","","gwent_card"
"","Bruxa","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/bruxa.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Bruxa</strong>

<em>Vampire</em>

<span class=""keyword thrive"">Thrive</span>.
<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
","","","gwent_card"
"","Vivienne de Tabris","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vivienne_de_tabris.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vivienne de Tabris</strong>

<em>Human, Cursed, Aristocrat</em>

<span class=""keyword deploy"">Deploy</span>: Set a unit's power to its Provision Cost.
","","","gwent_card"
"","Damien de la Tour","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/damien_de_la_tour.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Damien de la Tour</strong>

<em>Human, Soldier, Knight</em>

<span class=""keyword order"">Order</span> (<span class=""keyword melee"">Melee</span>): Re-enable your Leader's ability.
","Damien","","gwent_card"
"","Palmerin de Launfal","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/palmerin_de_launfal.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Palmerin de Launfal</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
<span class=""keyword deathblow"">Deathblow</span>: Give adjacent allied units <span class=""keyword shield"">Shields</span>. 
If Milton is in your hand, trigger this unit's <span class=""keyword deathblow"">Deathblow</span> ability even if the enemy unit survived.
","","","gwent_card"
"","Milton de Peyrac-Peyran","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/milton_de_peyracpeyran.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Milton de Peyrac-Peyran</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1.
<span class=""keyword deathblow"">Deathblow</span>: Damage adjacent enemy units by 2. 
If Palmerin is in your hand, trigger this unit's <span class=""keyword deathblow"">Deathblow</span> ability even if the enemy unit survived.
","","","gwent_card"
"","Artorius Vigo","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/artorius_vigo.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Artorius Vigo</strong>

<em>Human, Mage</em>

<span class=""keyword assimilate"">Assimilate</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword create"">Create</span> and play a 1-power copy of a bronze unit from your starting deck.
","","","gwent_card"
"","Roderick of Dun Tynne","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/roderick_of_dun_tynne.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Roderick of Dun Tynne</strong>

<em>Human, Aristocrat</em>

<span class=""keyword spying"">Spying</span>.
<span class=""keyword deploy"">Deploy</span>: Look at 2 random gold cards from your deck, then play 1.
","","","gwent_card"
"","Tourney Shaelmaar","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tourney_shaelmaar.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tourney Shaelmaar</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage a Nilfgaardian enemy unit by 7.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost self by 2 for each allied unit from a different faction.
","","","gwent_card"
"","Tourney Joust","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tourney_joust.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tourney Joust</strong>

<em>Tactic</em>

Remove an enemy unit's <span class=""keyword shield"">Shield</span> and damage it by 4, or give an allied unit a <span class=""keyword shield"">Shield</span> and boost it by 4.
","Joust","","gwent_card"
"","Toussaint Knight-Errant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/toussaint_knighterrant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Toussaint Knight-Errant</strong>

<em>Human, Knight</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2. If it has at least 6 power, damage it by 4 instead.
","","","gwent_card"
"","Ducal Guard","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ducal_guard.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ducal Guard</strong>

<em>Human, Soldier</em>

<span class=""keyword assimilate"">Assimilate</span>.
","","","gwent_card"
"","Menagerie Keeper","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/menagerie_keeper.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Menagerie Keeper</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2. If you have a Tactic in your hand, give it <span class=""keyword bleeding"">Bleeding</span> for 2 turns.
","","","gwent_card"
"","Imperial Diviner","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/imperial_diviner.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Imperial Diviner</strong>

<em>Human, Mage</em>

<span class=""keyword assimilate"">Assimilate</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword purify"">Purify</span> a unit.
","Diviner","","gwent_card"
"","Fangs of the Empire","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/fangs_of_the_empire.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Fangs of the Empire</strong>

<em>Human, Agent</em>

<span class=""keyword deploy"">Deploy</span>: Give an enemy unit <span class=""keyword poison"">Poison</span>.
","","","gwent_card"
"","Duchess's Informant","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/duchesss_informant.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Duchess's Informant</strong>

<em>Human, Agent</em>

<span class=""keyword spying"">Spying</span>.
<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play a base copy of a non-<span class=""keyword spying"">Spying</span> bronze enemy unit.
","Duchesss Informant","","gwent_card"
"","King Roegner","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/king_roegner.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>King Roegner</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Remove <span class=""keyword shield"">Shields</span> from all units, then boost self by 3 for every <span class=""keyword shield"">Shield</span> removed.
","","","gwent_card"
"","Queen Adalia","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/queen_adalia.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Queen Adalia</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> and play a base copy of a bronze unit from your hand, then give it a <span class=""keyword shield"">Shield</span>.
","","","gwent_card"
